outcome	description	group	predictor	adjustment	beta	SE	lower	upper	OR	p	type	n_total	n_cases	n_controls	HWE_p	allele_freq	n_no_snp	note	bonferroni	fdr
433.12	Cerebral atherosclerosis	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4412	3	4409	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
433.2	Occlusion of cerebral arteries	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4425	16	4409	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
433.21	Cerebral artery occlusion, with cerebral infarction	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4424	15	4409	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
433.3	Cerebral ischemia	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4413	4	4409	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
433.31	Transient cerebral ischemia	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4412	3	4409	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
433.32	Moyamoya disease	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4410	1	4409	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
433.5	Cerebral aneurysm	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4409	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
433.6	Acute, but ill-defined cerebrovascular disease	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4415	6	4409	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
433.8	Late effects of cerebrovascular disease	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4421	12	4409	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
440	Atherosclerosis	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4401	1	4400	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
440.1	Atherosclerosis of renal artery	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4400	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
440.2	Atherosclerosis of the extremities	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4401	1	4400	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
440.21	Atherosclerosis of native arteries of the extremities with ulceration or gangrene	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4400	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
440.22	Atherosclerosis of native arteries of the extremities with intermittent claudication	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4401	1	4400	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
440.9	Atherosclerosis of aorta	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4400	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
441	Vascular insufficiency of intestine	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4406	6	4400	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
441.1	Acute vascular insufficiency of intestine	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4402	2	4400	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
441.2	Chronic vascular insufficiency of intestine	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4404	4	4400	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
442	Other aneurysm	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4404	4	4400	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
442.1	Aortic aneurysm	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4403	3	4400	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
442.11	Abdominal aortic aneurysm	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4400	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
442.2	Aneurysm of iliac artery	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4400	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
442.3	Aneurysm of artery of lower extremity	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4400	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
442.4	Arterial dissection	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4401	1	4400	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
442.8	Aneurysm of other specified artery	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4400	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
443	Peripheral vascular disease	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4409	9	4400	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
443.1	Raynaud's syndrome	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4405	5	4400	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
443.7	Peripheral angiopathy in diseases classified elsewhere	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4400	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
443.8	Other specified peripheral vascular diseases	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4400	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
443.9	Peripheral vascular disease, unspecified	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4404	4	4400	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
444	Arterial embolism and thrombosis	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4405	5	4400	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
444.1	Arterial embolism and thrombosis of lower extremity artery	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4401	1	4400	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
444.2	Embolism and thrombosis of abdominal aorta	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4401	1	4400	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
444.5	Atheroembolism	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4400	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
446	Polyarteritis nodosa and allied conditions	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4405	5	4400	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
446.1	Thromboangiitis obliterans	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4400	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
446.2	Acute febrile mucocutaneous lymph node syndrome (Kawasaki disease)	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4401	1	4400	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
446.3	Hypersensitivity angiitis	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4400	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
446.4	Wegener's granulomatosis	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4400	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
446.5	Giant cell arteritis	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4400	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
446.6	Polyarteritis nodosa	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4401	1	4400	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
446.7	Takayasu's disease	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4400	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
446.8	Thrombotic microangiopathy	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4402	2	4400	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
446.9	Arteritis NOS	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4401	1	4400	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
447	Other disorders of arteries and arterioles	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4403	3	4400	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
447.1	Stricture of artery	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4400	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
447.7	Aortic ectasia	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4401	1	4400	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
448	Disease of capillaries	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4402	2	4400	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
450	Noninfectious disorders of lymphatic channels	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4492	6	4486	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
451	Phlebitis and thrombophlebitis	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4301	19	4282	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
451.2	Phlebitis and thrombophlebitis of lower extremities	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4290	8	4282	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
452.1	Iatrogenic pulmonary embolism and infarction	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4283	1	4282	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
452.2	Deep vein thrombosis [DVT]	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4312	30	4282	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
452.8	Postphlebitic syndrome	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4282	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
453	Chronic venous hypertension	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4282	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
454	Varicose veins	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4290	8	4282	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
454.1	Varicose veins of lower extremity	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4284	2	4282	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
454.11	Varicose veins of lower extremity, symptomtic	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4284	2	4282	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
455	Hemorrhoids	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4294	12	4282	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
456	Chronic venous insufficiency [CVI]	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4283	1	4282	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
458.1	Orthostatic hypotension	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4313	16	4297	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
458.2	Iatrogenic hypotension	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4299	2	4297	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
459	Other disorders of circulatory system	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4308	11	4297	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
459.1	Hemorrhage NOS	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4301	4	4297	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
459.9	Circulatory disease NEC	circulatory system	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4301	4	4297	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
465.4	Acute laryngitis and tracheitis	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3176	6	3170	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
471	Nasal polyps	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3621	4	3617	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
472	Chronic pharyngitis and nasopharyngitis	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3643	26	3617	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
473	Diseases of the larynx and vocal cords	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3651	34	3617	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
473.1	Chronic laryngitis	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3622	5	3617	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
473.3	Paralysis/spasm of vocal cords or larynx	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3621	4	3617	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
473.4	Voice disturbance	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3642	25	3617	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
474.1	Acute tonsillitis	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3632	15	3617	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
474.2	Chronic tonsillitis and adenoiditis	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3663	46	3617	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
475.9	Postnasal drip	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3623	6	3617	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
477	Epistaxis or throat hemorrhage	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3635	18	3617	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
478	Throat pain	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3633	16	3617	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
479	Other upper respiratory disease	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3663	46	3617	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
480.1	Bacterial pneumonia	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3921	23	3898	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
480.11	Pneumococcal pneumonia	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3902	4	3898	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
480.12	Pseudomonal pneumonia	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3905	7	3898	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
480.13	MRSA pneumonia	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3905	7	3898	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
480.2	Viral pneumonia	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3899	1	3898	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
480.3	Pneumonia due to fungus (mycoses)	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3905	7	3898	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
480.5	Bronchopneumonia and lung abscess	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3905	7	3898	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
481	Influenza	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3921	23	3898	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
495.1	Chronic obstructive asthma	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3949	6	3943	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
495.11	Chronic obstructive asthma with exacerbation	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3946	3	3943	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
496	Chronic airway obstruction	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3955	12	3943	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
496.1	Emphysema	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3944	1	3943	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
496.2	Chronic bronchitis	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3946	3	3943	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
496.21	Obstructive chronic bronchitis	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3946	3	3943	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
496.3	Bronchiectasis	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3949	6	3943	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
497	Bronchitis	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3963	20	3943	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
498	Acute bronchospasm	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3946	3	3943	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
499	Cystic fibrosis	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4496	6	4490	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
500	Lung disease due to external agents	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4056	1	4055	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
500.1	Extrinsic allergic alveolitis	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4055	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
500.2	Pneumoconiosis	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4055	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
501	Pneumonitis due to inhalation of food or vomitus	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4067	12	4055	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
502	Postinflammatory pulmonary fibrosis	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4060	5	4055	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
503	Pulmonary congestion and hypostasis	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4073	18	4055	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
504	Other alveolar and parietoalveolar pneumonopathy	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4056	1	4055	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
504.1	Idiopathic fibrosing alveolitis	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4055	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
505	Other pulmonary inflamation or edema	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4074	19	4055	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
506	Empyema and pneumothorax	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4084	29	4055	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
509.2	Respiratory insufficiency	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4071	16	4055	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
509.5	Respiratory arrest	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4057	2	4055	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
509.8	Dependence on respirator [Ventilator] or supplemental oxygen	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4065	10	4055	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
510	Other diseases of lung	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4421	47	4374	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
510.2	Lung transplant	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4376	2	4374	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
512.1	Wheezing	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3253	35	3218	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
513	Respiratory abnormalities	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4379	26	4353	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
513.3	Hypoventilation	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4361	8	4353	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
513.31	Apnea	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4353	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
513.32	Orthopnea	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4355	2	4353	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
513.4	Hyperventilation	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4370	17	4353	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
513.8	Disorders of diaphragm	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4353	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
514	Abnormal findings examination of lungs	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4482	12	4470	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
514.1	Abnormal results of function study of pulmonary system	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4470	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
514.2	Solitary pulmonary nodule	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4471	1	4470	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
516	Abnormal sputum	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4468	15	4453	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
516.1	Hemoptysis	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4468	15	4453	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
519	Other diseases of respiratory system, not elsewhere classified	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4390	21	4369	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
519.1	Tracheostomy complications	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4374	5	4369	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
519.2	Respiratory complications	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4374	5	4369	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
519.8	Other diseases of respiratory system, NEC	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4370	1	4369	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
519.9	Symptoms involving respiratory system and other chest symptoms	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4383	14	4369	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
520.1	Hereditary disturbances in tooth structure	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4005	3	4002	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
521.2	Dental abrasion, erosion and attrition	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4002	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
521.4	Tooth complications likely association with other diseases	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4002	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
522	Diseases of pulp and periapical tissues	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4018	16	4002	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
522.1	Pulpitis and necrosis of tooth pulp	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4002	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
522.5	Periapical abscess	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4018	16	4002	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
523.1	Gingivitis	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4049	47	4002	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
523.3	Periodontitis (acute or chronic)	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4005	3	4002	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
523.31	Acute periodontitis	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4004	2	4002	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
523.32	Chronic periodontitis	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4003	1	4002	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
525	Other diseases of the teeth and supporting structures	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4042	40	4002	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
525.1	Loss of teeth or edentulism	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4009	7	4002	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
525.2	Atrophy of edentulous alveolar ridge	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4004	2	4002	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
526	Diseases of the jaws	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4039	37	4002	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
526.1	Cysts of the jaws	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4002	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
526.3	Anomalies of jaw size/symmetry	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4020	18	4002	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
526.4	Temporomandibular joint disorders	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4013	11	4002	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
526.41	Temporomandibular joint disorder, unspecified	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4006	4	4002	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
526.42	Arthralgia/ankylosis of temporomandibular joint	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4005	3	4002	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
526.5	Inflammatory conditions of jaw	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4006	4	4002	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
526.8	Exostosis of jaw	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4002	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
526.9	Jaw disease NOS	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4005	3	4002	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
527	Diseases of the salivary glands	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4377	5	4372	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
527.1	Hypertrophy of salivary gland	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4372	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
527.2	Sialoadenitis	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4377	5	4372	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
527.7	Disturbance of salivary secretion	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4372	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
527.8	Other specified diseases of the salivary glands	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4372	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
